School_id,Section_id,Teacher_id,Teacher_2_id,Teacher_3_id,Teacher_4_id,Name,Grade,Course_name,Course_number,Period,Subject,Term_name,Term_start,Term_end
1210,CPT-9ELA-1210,,,,,"Common Planning Time 5(TueA,TueB)",99,,,,Admin,,,
1210,Duty-03-1210,83632,,,,Administrative Duty 1(MonA-Fri B),99,,,,Admin,,,
1210,CPT-10ELA-1210,97494,,,,"Common Planning Time 5(WedA,WedB)",99,,,,Admin,,,
1210,CPT-9MATH-1210,121694,,,,"Common Planning Time 6(MonA,MonB)",99,,,,Admin,,,
1210,CPT-PE-1210,90696,,,,"Common Planning Time 4(ThurA,ThuB)",99,,,,Admin,,,
1210,CPT-9SCI-1210,33368,,,,"Common Planning Time 6(TueA,TueB)",99,,,,Admin,,,
1210,CPT-9SS-1210,46595,,,,"Common Planning Time 5(ThurA,ThuB)",99,,,,Admin,,,
1210,CPT-10SCI-1210,125229,,,,"Common Planning Time 6(ThurA,ThuB)",99,,,,Admin,,,
1210,CPT-10SS-1210,30735,,,,"Common Planning Time 5(ThurA,ThuB)",99,,,,Admin,,,
1210,CPT-11SCI-1210,22854,,,,"Common Planning Time 7(MonA,WedA,MonB,WedB)",99,,,,Admin,,,
1210,CPT-11SS-1210,99680,,,,"Common Planning Time 3(TueA,TueB)",99,,,,Admin,,,
1210,ZCO-01-1210,36199,,,,"Conduct 1-3,6-7(MonA-Fri B)",Multiple,,,,Admin,,,
1210,CPT-ESL-1210,46127,,,,"Common Planning Time 7(WedA,WedB)",99,,,,Admin,,,
1210,CPT-CTE 1-1210,25643,,,,"Common Planning Time 4(WedA,WedB)",99,,,,Admin,,,
1210,CPT-CTE 2-1210,130913,,,,"Common Planning Time 2(TueA,TueB)",99,,,,Admin,,,
4400,ZLU-301-4400,,,,,Lunch M-F(6),99,,,,Admin,,,
4400,ZLU-304-4400,92911,,,,Lunch M-F(6),99,,,,Admin,,,
4400,ZLU-303-4400,,,,,Lunch M-F(6),99,,,,Admin,,,
4400,ZLU-307-4400,,,,,Lunch M-F(6),99,,,,Admin,,,
4400,ZLU-306-4400,,,,,Lunch M-F(6),99,,,,Admin,,,
4400,ZLU-308-4400,,,,,Lunch M-F(6),99,,,,Admin,,,
4400,ZLU-315-4400,,,,,Lunch M-F(5),99,,,,Admin,,,
4400,ZLU-319-4400,,,,,Lunch M-F(5),99,,,,Admin,,,
4400,ZLU-314-4400,91425,,,,Lunch M-F(5),99,,,,Admin,,,
4400,ZLU-320-4400,,,,,Lunch M-F(5),99,,,,Admin,,,
4400,ZLU-313-4400,,,,,Lunch M-F(5),99,,,,Admin,,,
4331,ZCO-221-4331,78402,,,,Conduct ,Multiple,,,,Admin,,,
4331,ZCO-001-4331,121741,,,,Conduct ,Multiple,,,,Admin,,,
4331,ZCO-002-4331,94148,,,,Conduct ,Multiple,,,,Admin,,,
4331,ZCO-003-4331,94148,,,,Conduct ,Multiple,,,,Admin,,,
4570,ZLU-003-4570,,,,,Lunch ,99,,,,Admin,,,
4570,ZLU-004-4570,,,,,Lunch ,99,,,,Admin,,,
4570,ZLU-001-4570,,,,,Lunch ,99,,,,Admin,,,
4570,ZLU-002-4570,,,,,Lunch ,99,,,,Admin,,,
1120,ZLU-099-1120,135426,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-XIM-1120,77856,,,,"Lunch 3(T,R) 4(M,W,F)",99,,,,Admin,,,
1120,ZLU-101-1120,47364,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-051-1120,96076,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-054-1120,80521,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-053-1120,104378,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-102-1120,134672,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-MIX-1120,77856,,,,"Lunch 3(M,W,F) 4(T,R)",99,,,,Admin,,,
1120,ZCO-101-1120,134672,,,,Conduct 5(M-F),Multiple,,,,Admin,,,
1120,ZLU-024-1120,129887,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-013-1120,46694,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-011-1120,114558,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-016-1120,135002,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-002-1120,114527,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-014-1120,114552,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-012-1120,135449,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-006-1120,101088,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-032-1120,109933,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-004-1120,120268,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-007-1120,139362,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-033-1120,116805,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-031-1120,130076,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-005-1120,129955,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-035-1120,135043,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-034-1120,46714,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-018-1120,119493,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-017-1120,119562,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-A1L-1120,100298,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-008-1120,135500,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-020-1120,42629,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-044-1120,33382,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-022-1120,109010,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-023-1120,136915,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-021-1120,130867,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZLU-001-1120,100122,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-019-1120,130146,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZCO-069-1120,130076,,,,Conduct 2(M-F),Multiple,,,,Admin,,,
1120,ZLU-089-1120,135120,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZCO-087-1120,134552,,,,Conduct 1(M-F),Multiple,,,,Admin,,,
1120,ZCO-072-1120,116805,,,,Conduct 1(M-F),Multiple,,,,Admin,,,
1120,ZCO-032-1120,120268,,,,Conduct 6(M-F),Multiple,,,,Admin,,,
1120,ZCO-027-1120,46694,,,,Conduct 6(M-F),Multiple,,,,Admin,,,
1120,ZLU-086-1120,134552,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZCO-025-1120,135449,,,,Conduct 5(M-F),Multiple,,,,Admin,,,
1120,ZCO-083-1120,135002,,,,Conduct 6(M-F),Multiple,,,,Admin,,,
1120,ZCO-049-1120,46714,,,,Conduct 1(M-F),Multiple,,,,Admin,,,
1120,ZCO-082-1120,135120,,,,Conduct 6(M-F),Multiple,,,,Admin,,,
1120,ZCO-008-1120,130867,,,,Conduct 2(M-F),Multiple,,,,Admin,,,
1120,ZCO-089-1120,33382,,,,Conduct 1(M-F),Multiple,,,,Admin,,,
1120,ZCO-047-1120,42629,,,,Conduct 6(M-F),Multiple,,,,Admin,,,
1120,ZLU-050-1120,121852,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZCO-051-1120,135043,,,,Conduct 1(M-F),Multiple,,,,Admin,,,
1120,ZCO-039-1120,109010,,,,Conduct 2(M-F),Multiple,,,,Admin,,,
1120,ZCO-037-1120,119562,,,,"Conduct 4,6(M-F)",Multiple,,,,Admin,,,
1120,ZCO-029-1120,114552,,,,Conduct 6(M-F),Multiple,,,,Admin,,,
1120,ZCO-033-1120,130146,,,,Conduct 6(M-F),Multiple,,,,Admin,,,
1120,ZCO-053-1120,136915,,,,Conduct 2(M-F),Multiple,,,,Admin,,,
1120,ZCO-035-1120,119493,,,,Conduct 6(M-F),Multiple,,,,Admin,,,
1120,ZCO-092-1120,135426,,,,Conduct 2(M-F),Multiple,,,,Admin,,,
1120,ZCO-023-1120,114558,,,,Conduct 5(M-F),Multiple,,,,Admin,,,
1120,ZCO-098-1120,129887,,,,Conduct 2(M-F),Multiple,,,,Admin,,,
1120,ZCO-070-1120,109933,,,,"Conduct 1(M-F) 5(T,R)",Multiple,,,,Admin,,,
1120,ZCO-005-1120,47364,,,,"Conduct 1,5(M-F)",Multiple,,,,Admin,,,
1120,ZCO-003-1120,114527,,,,Conduct 1(M-F),Multiple,,,,Admin,,,
1120,ZLU-A2L-1120,37353,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZCO-011-1120,135500,,,,Conduct 5(M-F),Multiple,,,,Admin,,,
1120,ZCO-017-1120,100122,,,,Conduct 5(M-F),Multiple,,,,Admin,,,
1120,ZCO-015-1120,101088,,,,Conduct 4-5(M-F),Multiple,,,,Admin,,,
1120,ZCO-009-1120,129955,,,,Conduct 5(M-F),Multiple,,,,Admin,,,
1120,ZCO-019-1120,139362,,,,Conduct 5(M-F),Multiple,,,,Admin,,,
1120,ZLU-103-1120,135222,,,,Lunch 3(M-F),99,,,,Admin,,,
1120,ZLU-104-1120,136528,,,,Lunch 4(M-F),99,,,,Admin,,,
1120,ZCO-102-1120,136528,,,,Conduct 2(M-F),Multiple,,,,Admin,,,
1120,ZLU-105-1120,85930,,,,Lunch 3(M-F),99,,,,Admin,,,
1420,ZLU-000-1420,,,,,Lunch M(4) T-F(5),99,,,,Admin,,,
1140,ZLU-001-1140,,,,,Lunch 4(M-F),99,,,,Admin,,,
1140,000-001-1140,98199,,,,"Study 6(M,W,F)",99,,,,Admin,,,
1162,000-GE11-1162,103649,,,,Study 1(M-F),99,,,,Admin,,,
1162,000-GE21-1162,103649,,,,Study 2(M-F),99,,,,Admin,,,
1162,000-GE31-1162,103649,,,,Study 3(M-F),99,,,,Admin,,,
1162,000-GE51-1162,103649,,,,Study 5(M-F),99,,,,Admin,,,
1162,000-GE61-1162,103649,,,,Study 6(M-F),99,,,,Admin,,,
1162,CPT-03-1162,,,,,Common Planning Time 1(M-F),99,,,,Admin,,,
1162,CPT-01-1162,,,,,Common Planning Time 6(M-F),99,,,,Admin,,,
1162,CPT-04-1162,,,,,Common Planning Time 3(M-F),99,,,,Admin,,,
1162,CPT-02-1162,,,,,Common Planning Time 5(M-F),99,,,,Admin,,,
1162,CPT-05-1162,,,,,Common Planning Time 2(M-F),99,,,,Admin,,,
1162,000-GE41-1162,107237,,,,Study 4(M-F),99,,,,Admin,,,
4192,ZLU-Lunch-7-8-4192,74292,,,,Lunch P4(M-F),99,,,,Admin,,,
4192,000-001-4192,47096,,,,Study P5(F),99,,,,Admin,,,
1020,000-M3-1020,42186,,,,Study M(3),99,,,,Admin,,,
1020,000-W3-1020,139398,,,,Study W(3),99,,,,Admin,,,
1020,000-M4-1020,97537,,,,Study M(4),99,,,,Admin,,,
1020,000-W4-1020,42186,,,,Study W(4),99,,,,Admin,,,
1020,000-M5-1020,32048,,,,Study M(5),99,,,,Admin,,,
1020,000-W1-1020,138808,,,,Study W(1),99,,,,Admin,,,
1020,000-W5-1020,103946,,,,Study W(5),99,,,,Admin,,,
1020,000-M2-1020,100863,,,,Study M(2),99,,,,Admin,,,
1020,000-W2-1020,30759,,,,Study W(2),99,,,,Admin,,,
1020,000-M6-1020,114914,,,,Study M(6),99,,,,Admin,,,
1020,000-W6-1020,100574,,,,Study W(6),99,,,,Admin,,,
1020,000-M7-1020,47897,,,,Study M(7),99,,,,Admin,,,
1020,000-W7-1020,104934,,,,Study W(7),99,,,,Admin,,,
1020,000-T1-1020,139359,,,,Study T(1),99,,,,Admin,,,
1020,000-T6-1020,47897,,,,Study T(6),99,,,,Admin,,,
1020,000-R1-1020,47863,,,,Study R(1),99,,,,Admin,,,
1020,000-R5-1020,135993,,,,Study R(5),99,,,,Admin,,,
1020,000-T7-1020,30759,,,,Study T(7),99,,,,Admin,,,
1020,000-T2-1020,109049,,,,Study T(2),99,,,,Admin,,,
1020,000-R6-1020,104934,,,,Study R(6),99,,,,Admin,,,
1020,000-R2-1020,82217,,,,Study R(2),99,,,,Admin,,,
1020,000-R7-1020,108524,,,,Study R(7),99,,,,Admin,,,
1020,000-F1-1020,134596,,,,Study F(1),99,,,,Admin,,,
1020,000-T3-1020,135846,,,,Study T(3),99,,,,Admin,,,
1020,000-F2-1020,42186,,,,Study F(2),99,,,,Admin,,,
1020,000-R3-1020,32048,,,,Study R(3),99,,,,Admin,,,
1020,000-F3-1020,100713,,,,Study F(3),99,,,,Admin,,,
1020,000-T4-1020,38419,,,,Study T(4),99,,,,Admin,,,
1020,000-F4-1020,135993,,,,Study F(4),99,,,,Admin,,,
1020,000-R4-1020,36246,,,,Study R(4),99,,,,Admin,,,
1020,000-T5-1020,38190,,,,Study T(5),99,,,,Admin,,,
1020,000-010-1020,109049,,,,Study F(2),99,,,,Admin,,,
1020,000-F5-1020,103946,,,,Study F(5),99,,,,Admin,,,
1020,000-024-1020,87576,,,,Study F(5),99,,,,Admin,,,
1020,000-025-1020,139359,,,,Study F(5),99,,,,Admin,,,
1020,000-043-1020,138768,,,,Study M(1),99,,,,Admin,,,
1020,000-026-1020,100863,,,,Study F(5),99,,,,Admin,,,
1020,000-001-1020,38782,,,,Study F(1),99,,,,Admin,,,
1020,000-030-1020,76755,,,,Study F(6),99,,,,Admin,,,
1020,000-027-1020,97111,,,,Study F(6),99,,,,Admin,,,
1020,000-015-1020,108949,,,,Study F(3),99,,,,Admin,,,
1020,000-011-1020,47897,,,,Study F(3),99,,,,Admin,,,
1020,000-002-1020,82217,,,,Study F(1),99,,,,Admin,,,
1020,000-028-1020,98958,,,,Study F(6),99,,,,Admin,,,
1020,000-044-1020,93440,,,,Study M(1),99,,,,Admin,,,
1020,000-012-1020,38419,,,,Study F(3),99,,,,Admin,,,
1020,000-031-1020,104525,,,,Study F(6),99,,,,Admin,,,
1020,000-042-1020,97537,,,,Study F(7),99,,,,Admin,,,
1020,000-016-1020,87839,,,,Study F(3),99,,,,Admin,,,
1020,000-013-1020,94476,,,,Study F(3),99,,,,Admin,,,
1020,000-003-1020,46759,,,,Study F(1),99,,,,Admin,,,
1020,000-029-1020,41597,,,,Study F(6),99,,,,Admin,,,
1020,000-045-1020,39418,,,,Study M(1),99,,,,Admin,,,
1020,000-032-1020,82044,,,,Study F(6),99,,,,Admin,,,
1020,000-014-1020,36868,,,,Study F(3),99,,,,Admin,,,
1020,000-017-1020,92351,,,,Study F(3),99,,,,Admin,,,
1020,000-046-1020,100574,,,,Study M(1),99,,,,Admin,,,
1020,000-004-1020,119595,,,,Study F(1),99,,,,Admin,,,
1020,000-033-1020,36246,,,,Study F(6),99,,,,Admin,,,
1020,000-021-1020,40780,,,,Study F(4),99,,,,Admin,,,
1020,000-018-1020,39418,,,,Study F(4),99,,,,Admin,,,
1020,000-047-1020,104075,,,,Study M(1),99,,,,Admin,,,
1020,000-050-1020,87576,,,,Study M(2),99,,,,Admin,,,
1020,000-005-1020,139398,,,,Study F(1),99,,,,Admin,,,
1020,000-008-1020,114914,,,,Study F(2),99,,,,Admin,,,
1020,000-034-1020,82805,,,,Study F(7),99,,,,Admin,,,
1020,000-037-1020,135846,,,,Study F(7),99,,,,Admin,,,
1020,000-019-1020,91789,,,,Study F(4),99,,,,Admin,,,
1020,000-022-1020,87626,,,,Study F(5),99,,,,Admin,,,
1020,000-051-1020,94476,,,,Study M(3),99,,,,Admin,,,
1020,000-006-1020,93294,,,,Study F(2),99,,,,Admin,,,
1020,000-009-1020,32048,,,,Study F(2),99,,,,Admin,,,
1020,000-020-1020,76232,,,,Study F(4),99,,,,Admin,,,
1020,000-038-1020,30759,,,,Study F(7),99,,,,Admin,,,
1020,000-049-1020,94150,,,,Study M(2),99,,,,Admin,,,
1020,000-052-1020,98958,,,,Study M(3),99,,,,Admin,,,
1020,000-007-1020,82086,,,,Study F(2),99,,,,Admin,,,
1020,000-039-1020,138768,,,,Study F(7),99,,,,Admin,,,
1020,000-036-1020,81162,,,,Study F(7),99,,,,Admin,,,
1020,000-053-1020,41597,,,,Study M(3),99,,,,Admin,,,
1020,000-040-1020,93440,,,,Study F(7),99,,,,Admin,,,
1020,000-054-1020,108524,,,,Study M(3),99,,,,Admin,,,
1020,000-041-1020,82276,,,,Study F(7),99,,,,Admin,,,
1020,000-074-1020,76755,,,,Study M(7),99,,,,Admin,,,
1020,000-055-1020,81571,,,,Study M(3),99,,,,Admin,,,
1020,000-056-1020,109049,,,,Study M(3),99,,,,Admin,,,
1020,000-089-1020,81571,,,,Study R(2),99,,,,Admin,,,
1020,000-057-1020,103946,,,,Study M(3),99,,,,Admin,,,
1020,000-061-1020,32643,,,,Study M(4),99,,,,Admin,,,
1020,000-058-1020,103614,,,,Study M(4),99,,,,Admin,,,
1020,000-090-1020,87576,,,,Study R(2),99,,,,Admin,,,
1020,000-072-1020,100713,,,,Study M(7),99,,,,Admin,,,
1020,000-075-1020,104525,,,,Study M(7),99,,,,Admin,,,
1020,000-059-1020,87483,,,,Study M(4),99,,,,Admin,,,
1020,000-104-1020,82044,,,,Study R(4),99,,,,Admin,,,
1020,000-086-1020,82805,,,,Study R(1),99,,,,Admin,,,
1020,000-062-1020,47863,,,,Study M(4),99,,,,Admin,,,
1020,000-073-1020,138808,,,,Study M(7),99,,,,Admin,,,
1020,000-091-1020,97651,,,,Study R(2),99,,,,Admin,,,
1020,000-076-1020,82044,,,,Study M(7),99,,,,Admin,,,
1020,000-087-1020,32643,,,,Study R(1),99,,,,Admin,,,
1020,000-105-1020,39418,,,,Study R(5),99,,,,Admin,,,
1020,000-063-1020,40780,,,,Study M(4),99,,,,Admin,,,
1020,000-088-1020,119650,,,,Study R(2),99,,,,Admin,,,
1020,000-092-1020,103999,,,,Study R(2),99,,,,Admin,,,
1020,000-077-1020,36246,,,,Study M(7),99,,,,Admin,,,
1020,000-106-1020,103614,,,,Study R(5),99,,,,Admin,,,
1020,000-064-1020,135993,,,,Study M(4),99,,,,Admin,,,
1020,000-093-1020,130522,,,,Study R(2),99,,,,Admin,,,
1020,000-078-1020,97111,,,,Study M(7),99,,,,Admin,,,
1020,000-096-1020,87626,,,,Study R(3),99,,,,Admin,,,
1020,000-081-1020,135846,,,,Study R(1),99,,,,Admin,,,
1020,000-107-1020,100574,,,,Study R(5),99,,,,Admin,,,
1020,000-065-1020,91789,,,,Study M(5),99,,,,Admin,,,
1020,000-110-1020,36868,,,,Study R(6),99,,,,Admin,,,
1020,000-094-1020,38782,,,,Study R(2),99,,,,Admin,,,
1020,000-068-1020,119650,,,,Study M(5),99,,,,Admin,,,
1020,000-079-1020,36868,,,,Study M(7),99,,,,Admin,,,
1020,000-097-1020,82990,,,,Study R(3),99,,,,Admin,,,
1020,000-082-1020,87483,,,,Study R(1),99,,,,Admin,,,
